"R0000100","R0173600","R0214900","R0406300","R0618800","R0898500","R1144700","R1519900","R1890600","R2257700","R2445100","R2870600","R3074300","R3401000"
9404,9,1,3,7,3,3,7,3,7,7,7,7,7
9405,9,1,5,3,1,1,1,1,1,-5,3,1,3
9406,12,3,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
9407,9,5,5,3,3,3,1,3,1,1,1,7,1
9408,12,4,3,4,1,4,1,4,4,5,1,1,1
9409,12,1,5,7,5,3,1,4,7,7,4,1,4
9410,9,1,7,3,3,3,3,1,1,1,1,1,1
9411,9,3,1,3,1,1,1,1,1,1,1,1,1
9412,10,7,1,1,1,1,1,3,3,7,7,7,7
9413,13,4,4,5,4,3,4,1,7,1,4,4,4
9414,10,3,5,1,5,1,1,1,1,3,1,1,1
9415,12,5,1,7,1,2,1,1,1,1,1,1,1
9416,14,1,1,1,2,1,1,1,1,1,4,1,1
9417,13,1,1,1,1,1,1,1,1,1,1,1,1
9418,10,5,1,1,1,1,1,1,1,1,1,1,1
9419,10,5,5,1,1,1,1,1,1,1,1,1,1
9420,11,1,1,1,1,1,1,1,1,1,1,1,1
9421,13,2,1,1,1,1,1,1,1,1,1,1,1
9422,10,1,1,1,7,1,1,1,1,1,1,1,1
9423,13,1,1,1,1,2,1,5,5,1,2,1,1
9424,11,1,1,1,1,1,1,1,2,1,1,1,1
9425,11,3,3,1,1,5,5,5,1,3,1,1,1
9426,11,1,1,1,1,1,1,1,1,1,2,1,1
9427,9,7,3,1,1,1,1,1,1,1,1,1,1
9428,12,3,5,1,1,1,7,7,5,7,-5,-5,-5
9429,12,3,-5,1,1,1,1,-5,-5,4,3,4,7
9430,12,5,5,1,1,4,3,1,1,1,1,1,1
9431,10,7,7,7,5,3,7,3,7,7,6,7,7
9432,12,7,4,3,6,1,1,1,1,1,2,1,1
9433,13,3,3,4,4,4,1,3,1,1,1,1,1
9434,14,1,-5,1,1,1,1,1,1,-5,1,4,1
9435,11,7,-5,-5,-5,7,7,1,1,7,-5,-5,-5
9436,11,5,3,1,3,1,1,1,1,1,1,3,1
9437,10,3,1,1,1,1,1,1,1,1,1,3,1
9438,10,3,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
9439,10,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
9440,13,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
9441,13,3,5,3,4,3,3,4,3,1,-5,7,3
9442,10,1,8,8,8,8,3,5,3,3,1,3,3
9443,10,5,7,3,7,5,3,5,8,8,8,8,8
9444,13,1,1,1,1,1,3,1,3,3,6,1,1
9445,9,1,1,1,1,1,7,1,1,1,1,1,1
9446,13,1,1,1,7,1,1,4,1,1,1,2,1
9447,9,1,1,1,1,1,1,1,1,1,1,1,1
9448,9,1,1,1,3,1,1,1,1,1,1,1,1
9449,9,2,1,1,1,1,1,1,1,1,1,2,1
9450,9,5,5,1,1,1,1,1,1,1,1,1,1
9451,9,1,1,1,1,1,1,1,1,1,1,1,1
9452,12,1,1,1,2,1,1,1,1,1,1,1,1
9453,9,1,1,1,1,1,1,1,1,1,1,1,1
9454,12,5,5,2,1,1,1,1,1,1,3,4,2
9455,12,1,1,1,1,1,1,3,1,1,1,1,1
9456,12,2,1,1,1,1,2,1,1,1,1,1,1
9457,12,1,5,5,1,1,1,1,1,1,1,1,1
9458,12,5,1,1,1,1,1,1,1,1,2,2,1
9459,12,5,1,1,3,3,1,1,1,1,2,1,1
9460,12,2,1,1,1,1,3,1,1,7,1,1,1
9461,12,1,1,1,1,1,2,4,4,7,-5,1,4
9462,12,7,3,1,1,2,1,1,1,1,1,1,1
9463,12,1,1,1,1,1,1,1,1,1,1,1,1
9464,12,5,1,1,1,1,1,1,1,1,4,4,4
9465,12,5,2,1,1,1,1,1,1,1,2,1,1
9466,12,1,2,3,1,1,1,1,1,1,1,1,1
9467,9,1,2,1,1,1,1,1,1,1,1,1,1
9468,9,1,1,1,1,1,1,1,1,1,1,1,1
9469,12,1,1,1,1,-5,1,-5,-5,-5,-5,-5,-5
9470,9,3,7,7,7,7,3,1,1,1,1,2,1
9471,9,3,3,7,7,3,7,7,7,1,6,-5,7
9472,9,1,5,5,7,7,7,3,7,1,7,1,1
9473,12,4,4,4,4,4,4,4,4,4,4,4,4
9474,9,1,3,1,1,3,1,1,1,1,3,1,1
9475,9,3,2,2,7,7,3,1,7,7,1,7,7
9476,12,3,1,4,4,4,4,4,4,7,4,4,4
9477,12,7,5,7,7,4,4,4,4,7,4,4,4
9478,9,5,5,3,7,8,8,1,1,3,1,1,1
9479,12,1,1,1,1,1,1,1,1,2,4,1,1
9480,12,5,1,3,1,3,1,1,1,1,1,1,1
9481,12,5,5,7,3,3,3,1,1,1,4,1,1
9482,12,1,1,3,1,4,2,4,4,1,1,1,1
9483,14,1,1,3,3,1,3,-5,1,4,1,1,1
9484,11,3,3,3,3,3,3,1,3,1,1,1,1
9485,14,3,1,1,4,1,-5,-5,4,4,3,1,1
9486,11,3,1,1,1,1,3,1,1,1,1,1,1
9487,14,1,1,1,1,1,1,1,1,1,1,1,1
9488,12,3,2,3,4,4,7,4,1,1,1,4,4
9489,12,7,1,5,5,3,1,1,7,1,1,1,1
9490,12,1,3,1,1,3,1,1,1,1,1,1,1
9491,9,1,1,1,3,3,3,1,1,1,1,1,1
9492,12,5,5,4,4,4,4,7,4,1,1,1,3
9493,9,3,5,1,1,3,3,3,1,1,1,1,1
9494,9,5,5,3,1,1,1,2,1,1,1,1,2
9495,12,1,1,1,1,1,1,1,1,1,1,1,1
9496,14,5,5,1,1,1,1,1,-5,-5,4,7,7
9497,12,1,1,5,4,1,3,4,3,4,6,4,4
9498,12,7,1,4,4,4,4,3,3,1,1,4,4
9499,12,4,6,7,4,7,4,4,4,4,4,4,4
9500,12,1,1,1,3,1,1,-5,-5,-5,1,1,1
9501,12,1,1,4,4,4,3,3,1,1,1,1,4
9502,9,1,1,1,1,1,1,1,1,2,1,1,1
9503,10,7,3,1,7,7,3,1,1,1,1,1,1
9504,13,5,5,5,1,1,1,1,1,1,1,1,1
9505,9,3,1,1,1,1,1,1,1,1,1,1,1
9506,9,1,5,1,3,1,1,1,1,1,3,1,1
9507,12,1,1,1,1,1,2,1,1,1,1,4,4
9508,9,1,3,5,3,3,3,1,3,1,1,1,1
9509,9,3,1,3,3,1,1,1,6,1,3,3,1
9510,12,3,4,4,3,3,3,4,3,2,6,4,1
9511,9,1,1,3,3,3,3,1,1,1,1,1,1
9512,13,1,8,8,8,7,3,3,1,1,1,1,1
9513,10,5,1,1,8,8,8,3,1,1,1,1,1
9514,13,3,5,5,5,5,5,2,7,7,1,1,1
9515,12,4,4,4,4,4,4,4,4,4,4,4,4
9516,14,3,3,4,4,4,4,4,4,4,4,4,4
9517,14,7,3,3,4,5,6,3,3,3,3,1,1
9518,9,1,1,1,1,1,1,1,1,1,1,1,1
9519,9,1,3,1,1,1,1,1,1,1,1,1,1
9520,9,1,-5,1,1,1,1,1,1,1,1,1,1
9521,13,4,4,3,3,3,3,3,5,4,4,1,3
9522,13,5,4,5,1,1,3,1,1,1,1,1,1
9523,13,1,1,1,3,3,4,4,1,4,3,3,4
9524,9,1,3,1,1,1,1,1,1,1,1,1,1
9525,12,3,1,-5,1,1,1,1,1,1,1,1,1
9526,12,5,1,1,1,1,1,1,1,1,1,1,1
9527,12,3,5,1,5,1,1,1,2,1,1,-5,-5
9528,9,1,5,5,5,5,5,5,1,1,1,1,1
9529,14,4,4,-5,7,4,4,4,4,4,-5,4,4
9530,14,1,1,1,1,1,1,-5,1,1,1,1,1
9531,11,5,1,1,1,1,1,-5,-5,-5,-5,-5,-5
9532,14,5,5,5,3,3,3,7,4,7,5,1,1
9533,11,3,3,1,1,1,1,1,-5,-5,-5,-5,-5
9534,13,1,3,5,5,1,1,1,-5,1,1,-5,-5
9535,13,5,5,5,5,5,5,1,3,4,3,3,1
9536,13,1,3,1,1,7,1,1,4,4,5,4,4
9537,14,4,4,6,4,4,4,4,4,4,4,3,3
9538,11,7,7,7,7,7,3,3,1,1,1,1,1
9539,11,4,7,3,-5,4,1,1,1,3,1,5,5
9540,11,1,1,1,1,3,1,1,1,1,1,1,1
9541,14,5,5,1,1,1,1,4,7,7,1,1,2
9542,13,1,4,7,7,7,4,4,4,1,1,1,1
9543,10,1,1,1,1,1,1,1,1,1,1,1,1
9544,13,5,1,1,1,1,1,1,1,1,1,1,1
9545,9,1,3,1,1,1,1,-5,-5,1,1,1,1
9546,9,3,1,6,3,1,1,1,1,1,1,1,2
9547,11,7,3,7,4,3,7,7,4,3,7,7,1
9548,11,5,3,3,3,3,7,3,3,7,3,1,1
9549,9,5,7,3,1,3,3,1,8,-5,8,1,2
9550,11,1,-5,1,1,1,1,1,1,1,1,1,2
9551,11,1,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
9552,10,3,1,3,2,3,3,3,3,1,1,1,1
9553,10,3,1,1,1,3,3,3,3,7,3,3,1
9554,13,1,1,4,3,4,4,5,5,1,1,7,1
9555,10,2,3,1,1,3,3,7,3,3,3,7,6
9556,13,4,4,4,7,4,4,4,4,4,4,4,4
9557,13,1,3,5,3,3,4,1,3,3,1,1,3
9558,13,3,3,3,6,4,4,4,4,4,3,4,4
9559,13,5,3,5,3,3,4,4,3,4,3,1,4
9560,13,5,3,5,1,1,1,5,1,1,1,1,1
9561,10,3,1,1,1,1,1,1,7,1,5,1,7
9562,12,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5
9563,12,1,1,1,1,1,1,1,1,1,1,1,1
9564,12,1,5,1,1,1,1,1,1,2,1,1,1
9565,10,2,1,1,1,1,3,2,2,2,3,7,7
9566,12,1,1,1,1,1,1,1,1,1,1,1,1
9567,13,3,3,1,1,1,1,1,1,2,1,3,3
9568,13,5,1,3,1,1,1,1,1,1,1,3,1
9569,10,3,1,1,3,1,1,1,1,1,1,1,1
9570,10,1,1,1,3,1,1,1,1,1,1,1,1
9571,10,5,1,1,1,1,1,1,1,1,1,1,1
9572,10,5,5,3,5,5,1,1,1,1,1,1,2
9573,10,5,1,1,1,3,3,1,1,3,1,1,1
9574,14,4,1,1,1,1,1,1,1,1,1,1,1
9575,14,4,-5,1,4,4,4,4,4,1,1,1,1
9576,14,5,5,1,1,1,1,1,1,1,1,1,1
9577,9,5,7,1,5,5,5,4,1,1,1,1,1
9578,14,1,1,1,1,4,4,1,4,4,7,4,1
9579,14,1,1,1,1,1,1,1,1,1,1,1,1
9580,11,5,5,5,5,5,5,5,1,1,1,1,1
9581,10,1,1,8,8,8,8,8,8,8,8,-5,8
9582,13,5,5,3,1,1,1,1,1,1,1,1,1
9583,9,1,1,1,5,1,1,1,1,1,1,1,1
9584,9,1,1,1,5,1,1,1,1,1,1,1,1
9585,9,5,1,5,1,1,1,1,1,1,1,1,1
9586,9,1,1,1,5,1,1,1,1,1,1,1,1
9587,9,5,3,3,1,3,1,3,1,1,1,1,1
9588,9,1,1,1,1,1,1,1,-5,1,1,1,1
9589,9,1,1,1,1,1,1,1,1,1,1,1,1
9590,12,1,1,1,5,5,5,1,1,1,-5,1,3
9591,12,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
9592,12,1,1,3,5,1,1,1,1,1,1,1,1
9593,12,1,5,5,1,1,1,1,4,4,4,4,4
9594,12,1,2,1,1,1,1,1,1,2,7,2,1
9595,12,3,1,1,2,5,1,5,5,7,7,3,1
9596,12,1,5,5,4,4,4,4,4,4,3,1,1
9597,12,1,1,1,1,1,1,1,1,1,1,1,1
9598,10,3,7,3,3,1,1,1,1,1,1,1,3
9599,9,1,1,3,1,1,1,1,1,1,1,1,2
9600,9,7,7,1,7,7,3,7,3,3,3,1,7
9601,9,1,1,3,7,7,3,7,7,3,7,1,3
9602,12,5,1,1,1,3,4,4,4,4,4,4,4
9603,9,1,1,1,1,1,1,1,1,1,1,1,1
9604,12,7,1,1,4,4,4,6,4,1,1,4,1
9605,10,3,3,3,7,3,7,1,1,-5,-5,3,1
9606,10,3,3,1,7,3,1,3,1,1,1,1,1
9607,10,7,7,7,7,-5,3,1,1,-5,-5,-5,-5
9608,12,4,4,4,4,4,3,3,5,5,1,1,1
9609,13,1,3,7,1,1,7,1,4,4,4,4,1
9610,12,1,1,5,3,1,1,3,1,1,1,1,4
9611,12,1,1,4,4,4,1,4,4,4,4,4,4
9612,9,3,1,1,1,1,3,1,3,3,3,3,1
9613,9,3,1,3,3,3,3,1,1,1,1,1,1
9614,12,1,4,4,1,4,4,4,4,4,4,4,4
9615,9,3,-5,-5,-5,3,1,3,1,3,1,1,1
9616,12,4,3,7,3,1,3,4,1,4,4,4,4
9617,9,5,1,1,1,1,1,1,1,1,1,1,1
9618,9,3,1,3,1,5,1,1,1,1,1,1,1
9619,14,1,1,4,2,1,1,1,1,1,1,1,1
9620,14,7,4,1,1,2,5,1,3,1,1,1,1
9621,10,1,1,1,1,3,1,-5,-5,-5,6,7,3
9622,11,1,1,1,1,1,1,1,3,1,1,1,1
9623,12,4,4,7,1,4,3,1,4,4,4,4,1
9624,11,1,1,8,8,8,8,8,8,1,1,1,1
9625,11,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
9626,11,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5
9627,14,1,3,1,4,4,4,4,3,4,1,4,1
9628,11,1,3,1,7,1,1,1,1,1,1,1,1
9629,9,1,1,1,1,1,-5,-5,-5,1,6,-5,-5
9630,9,1,1,1,7,1,1,3,1,1,1,1,1
9631,12,1,1,1,1,1,1,1,1,1,1,1,1
9632,14,7,1,-5,1,1,-5,1,-5,-5,-5,2,1
9633,12,1,1,4,4,4,4,1,1,1,1,3,1
9634,13,1,1,1,1,1,1,1,1,1,1,1,1
9635,13,7,5,5,5,1,1,1,1,1,1,1,1
9636,10,3,1,1,8,8,8,8,8,8,8,3,1
9637,14,1,3,1,1,1,1,4,4,4,1,4,4
9638,11,5,7,1,8,8,8,8,8,8,8,8,8
9639,11,5,5,3,8,8,8,1,3,1,1,1,2
9640,13,1,1,1,1,1,1,1,1,1,1,1,2
9641,14,1,1,1,3,1,1,1,1,1,1,1,1
9642,11,3,7,3,3,1,1,2,1,1,1,1,1
9643,11,7,1,2,1,1,1,1,1,1,1,1,1
9644,14,1,1,1,1,1,1,1,1,1,1,1,1
9645,11,8,-5,8,8,1,1,1,1,1,1,1,1
9646,11,5,3,1,1,1,1,1,1,1,1,7,1
9647,12,1,1,1,4,1,1,3,-5,7,-5,1,4
9648,14,4,4,4,4,4,4,4,4,4,4,4,4
9649,9,1,-5,3,-5,1,1,1,1,6,3,1,1
9650,9,3,-5,3,1,1,1,3,1,1,1,1,1
9651,11,5,3,1,1,1,1,1,1,1,1,1,1
9652,14,1,1,4,4,7,4,1,4,7,4,1,4
9653,14,1,5,1,1,1,1,1,1,1,2,1,-5
9654,12,1,3,1,1,5,1,7,3,5,2,-5,-5
9655,14,1,5,4,-5,-5,-5,-5,-5,-5,1,4,4
9656,9,7,1,1,1,1,7,1,1,1,1,1,1
9657,12,1,1,1,1,3,1,1,1,1,1,1,1
9658,12,5,1,5,-5,3,1,1,1,1,1,1,1
9659,14,5,1,1,1,1,1,1,1,1,-5,1,1
9660,14,5,1,1,1,1,1,1,1,1,1,2,1
9661,14,1,1,1,4,1,1,1,1,1,1,1,1
9662,14,5,5,1,1,1,1,5,1,1,1,1,1
9663,11,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
9664,11,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,1
9665,14,1,1,1,1,1,1,3,1,1,1,2,1
9666,11,1,1,-5,1,1,-5,1,1,1,-5,-5,-5
9667,11,1,1,1,1,1,1,1,1,1,1,1,1
9668,11,1,1,1,-5,1,1,1,1,1,1,1,1
9669,11,5,5,1,1,1,1,1,1,2,1,1,1
9670,10,3,3,5,8,8,8,8,1,1,1,1,1
9671,12,4,4,4,4,4,4,4,1,1,4,7,4
9672,13,1,5,1,5,3,1,1,1,1,1,1,3
9673,10,1,1,1,1,1,1,1,1,1,1,1,1
9674,10,1,8,8,8,1,1,1,1,1,7,1,1
9675,13,5,5,5,3,3,1,1,3,1,1,1,1
9676,13,1,1,1,4,3,1,1,2,-5,-5,1,-5
9677,10,1,1,5,5,2,5,1,1,2,1,1,1
9678,10,5,5,1,3,7,5,3,7,1,7,1,1
9679,10,5,5,5,1,3,1,1,3,3,1,-5,-5
9680,13,5,5,5,7,4,3,4,7,1,1,1,4
9681,10,5,1,3,1,1,3,3,1,3,3,3,3
9682,10,6,7,6,7,6,7,7,7,6,6,6,7
9683,10,3,1,1,1,2,1,1,1,1,1,3,5
9684,13,5,5,1,3,1,1,2,1,1,1,1,1
9685,10,5,5,5,5,7,4,4,7,7,7,4,7
9686,13,5,3,5,2,1,1,1,1,1,1,1,1
9687,10,5,3,3,5,3,3,1,1,-5,3,4,3
9688,10,3,5,3,3,2,1,1,3,3,3,3,3
9689,13,3,5,-5,1,4,-5,-5,-5,-5,1,2,3
9690,10,5,3,-5,-5,1,-5,-5,-5,-5,1,1,1
9691,12,1,1,1,1,1,1,1,1,2,1,1,1
9692,12,1,1,1,1,3,1,2,3,1,1,4,4
9693,12,1,1,1,1,1,3,1,1,2,1,1,1
9694,9,5,1,1,1,1,1,1,1,1,1,1,1
9695,9,7,5,5,1,1,1,2,1,1,1,1,1
9696,9,5,5,1,-5,1,1,3,1,1,1,1,1
9697,10,5,5,1,1,1,1,1,1,1,1,1,1
9698,12,1,1,1,1,1,1,1,1,1,1,1,1
9699,9,5,1,5,2,1,1,1,1,1,2,1,1
9700,12,1,3,6,2,1,6,5,3,3,-5,-5,-5
9701,9,1,1,1,1,1,1,1,1,1,1,2,1
9702,12,5,5,1,1,1,1,-5,-5,-5,-5,-5,-5
9703,9,7,1,1,1,1,1,5,1,1,1,1,1
9704,12,1,3,1,1,1,1,1,1,1,1,1,1
9705,12,2,5,-5,-5,1,1,1,1,1,1,1,1
9706,10,1,1,1,1,1,1,1,1,1,1,1,1
9707,13,3,7,4,1,1,1,1,4,4,4,3,3
9708,13,1,5,1,1,1,1,1,1,1,5,1,1
9709,12,2,1,1,1,1,1,1,1,7,1,1,4
9710,9,1,1,1,1,1,1,1,1,1,1,1,1
9711,13,5,7,7,5,3,1,1,1,1,1,1,1
9712,12,2,1,1,1,1,1,1,1,1,1,1,1
9713,12,5,2,3,1,7,4,1,2,2,-5,1,1
9714,12,1,5,5,2,1,1,1,1,1,1,1,1
9715,12,2,1,1,1,2,1,1,1,1,1,1,1
9716,12,1,5,1,1,1,1,1,1,1,1,1,1
9717,12,1,1,1,1,1,2,1,1,1,1,1,1
9718,9,5,1,1,1,1,1,1,1,1,1,1,2
9719,9,1,5,3,1,1,5,1,3,1,5,3,1
9720,9,3,5,5,3,1,1,1,1,1,7,-5,-5
9721,12,1,5,5,5,7,7,1,1,7,1,-5,-5
9722,12,1,1,5,1,1,4,1,1,1,4,4,1
9723,9,1,1,5,5,5,5,1,1,1,1,1,1
9724,9,2,1,1,5,5,5,5,1,1,1,1,1
9725,9,3,1,1,1,1,1,1,1,1,1,1,1
9726,9,3,3,1,1,1,1,1,1,1,3,1,1
9727,12,2,1,1,1,1,-5,1,1,-5,-5,-5,-5
9728,9,5,5,5,5,5,1,1,1,1,1,1,2
9729,9,3,5,5,1,5,1,1,1,1,1,1,-5
9730,12,1,1,1,1,1,1,2,3,4,4,4,1
9731,12,5,5,7,3,3,3,1,1,7,4,4,4
9732,12,5,5,5,7,3,1,1,1,1,1,1,1
9733,12,1,1,1,1,1,1,7,1,4,1,1,1
9734,9,7,1,1,1,1,1,1,1,1,1,1,1
9735,9,1,1,1,1,1,1,1,1,1,1,1,1
9736,12,1,4,4,4,1,1,1,3,4,4,4,7
9737,9,7,7,1,1,1,1,3,1,1,1,1,1
9738,9,5,1,5,1,2,1,1,1,2,2,2,2
9739,9,1,1,5,8,8,8,8,8,8,8,8,8
9740,12,1,1,1,4,4,3,4,4,7,4,2,2
9741,12,1,3,1,1,8,8,8,8,8,8,8,7
9742,9,1,1,1,3,3,5,1,1,1,1,1,1
9743,9,5,5,5,5,5,5,1,3,1,2,1,1
9744,9,1,1,1,1,1,1,1,1,1,1,1,2
9745,9,1,1,1,1,1,1,1,1,1,2,2,1
9746,9,1,1,1,8,1,5,8,8,8,8,8,8
9747,10,1,1,1,1,1,1,1,1,1,1,1,3
9748,12,1,1,1,1,1,1,1,1,1,4,4,7
9749,13,1,1,1,-5,-5,1,-5,1,1,1,1,1
9750,12,4,4,4,4,4,3,1,1,1,1,1,4
9751,9,3,1,1,1,2,1,1,-5,-5,-5,-5,-5
9752,9,5,1,1,1,1,1,1,1,1,1,1,1
9753,12,4,4,4,7,2,1,7,-5,4,1,2,4
9754,14,4,4,1,4,4,4,7,4,1,1,4,4
9755,12,5,4,1,1,1,3,3,4,7,4,2,4
9756,13,3,4,5,3,1,1,1,1,-5,-5,3,-5
9757,13,1,1,1,1,1,1,1,1,1,1,1,1
9758,13,1,4,1,1,1,1,1,1,1,1,1,1
9759,13,5,5,5,1,5,5,5,1,1,1,1,1
9760,10,1,8,8,8,8,8,1,1,2,1,1,1
9761,10,1,5,5,1,1,1,1,1,1,1,1,2
9762,11,5,1,1,1,1,1,1,1,1,1,1,1
9763,14,5,3,5,1,1,1,1,1,1,1,1,-5
9764,10,1,-5,1,-5,8,8,8,8,2,1,1,1
9765,13,3,4,6,1,1,1,5,4,7,2,4,3
9766,13,1,1,1,1,1,1,1,1,1,1,1,1
9767,10,1,1,3,1,1,1,1,1,1,3,4,7
9768,13,3,1,1,3,1,2,1,1,1,2,1,1
9769,10,3,1,1,1,1,1,1,1,1,6,1,1
9770,11,5,3,1,1,1,1,1,1,1,1,1,1
9771,11,5,1,1,1,1,1,1,1,1,1,1,1
9772,14,5,3,1,4,4,1,7,4,1,1,4,4
9773,11,5,5,3,1,3,3,1,1,2,1,1,1
9774,12,1,1,4,1,1,1,1,1,4,4,4,1
9775,11,5,1,1,1,1,1,2,1,1,2,1,6
9776,11,1,1,1,1,1,1,1,1,1,1,1,1
9777,11,1,1,3,1,5,3,1,1,1,1,1,1
9778,14,1,1,1,1,1,1,1,1,1,2,1,1
9779,11,5,5,1,1,1,1,1,-5,1,2,2,2
9780,11,1,1,1,1,3,1,1,1,1,1,1,1
9781,9,1,1,1,2,1,1,1,-5,-5,1,1,1
9782,12,1,1,1,1,1,1,1,1,1,1,1,1
9783,11,5,5,3,1,1,1,1,1,1,1,1,1
9784,14,3,5,1,1,5,7,1,1,1,2,1,1
9785,9,5,1,1,1,7,7,7,1,1,7,7,7
9786,11,1,1,1,1,1,1,1,1,1,1,1,2
9787,9,1,1,-5,3,3,1,1,1,1,1,1,1
9788,11,5,1,1,1,5,1,3,1,3,1,1,1
9789,14,1,1,1,1,1,1,1,1,1,1,1,1
9790,14,1,1,1,1,1,1,1,1,1,1,2,1
9791,9,1,1,1,1,1,1,1,1,1,2,1,1
9792,9,1,1,1,3,3,1,7,1,7,7,1,-5
9793,9,1,1,3,1,1,2,1,1,1,1,1,1
9794,9,3,1,1,1,1,1,1,1,1,1,1,1
9795,12,1,3,4,1,1,4,1,4,4,7,4,3
9796,12,1,3,5,3,1,4,4,4,4,4,4,4
9797,12,1,4,4,1,1,1,1,1,1,1,1,3
9798,12,3,4,7,4,4,4,2,4,2,1,1,3
9799,12,1,7,4,7,1,1,1,4,4,-5,1,1
9800,9,1,-5,3,3,3,3,-5,3,-5,1,3,3
9801,11,1,-5,1,1,1,1,1,1,1,3,1,1
9802,11,1,-5,1,-5,-5,-5,-5,7,-5,-5,1,1
9803,9,1,1,1,-5,1,1,1,1,1,1,1,1
9804,9,1,1,-5,3,3,7,4,7,-5,7,7,4
9805,9,1,1,3,1,1,1,1,1,1,1,1,1
9806,9,1,1,7,3,3,3,3,1,1,7,1,1
9807,12,4,4,4,-5,4,4,4,4,7,3,4,4
9808,9,8,8,8,8,8,8,8,8,8,8,8,8
9809,14,7,4,1,4,4,4,4,4,4,1,1,1
9810,11,1,1,1,1,1,1,1,1,2,1,1,1
9811,14,4,4,4,4,1,4,3,2,1,1,1,1
9812,11,3,1,1,3,3,3,1,1,3,-5,1,3
9813,14,5,3,1,3,3,1,3,1,1,1,1,1
9814,11,5,5,5,5,3,3,1,1,1,1,1,1
9815,11,3,1,3,3,1,3,3,3,1,1,1,1
9816,11,3,1,3,1,1,1,3,1,1,1,1,7
9817,14,3,2,1,1,7,7,4,1,4,4,4,4
9818,12,5,3,3,3,2,4,1,1,1,2,4,1
9819,11,1,1,2,2,3,1,1,1,1,-5,-5,-5
9820,14,1,5,1,1,1,1,1,1,1,3,1,1
9821,11,3,3,1,1,1,1,1,1,1,6,6,4
9822,11,3,5,1,1,1,1,1,1,1,1,1,1
9823,10,1,1,1,1,1,1,6,1,1,1,1,1
9824,13,3,1,1,1,1,1,5,1,1,1,2,1
9825,10,5,3,1,1,7,7,8,8,-5,1,1,1
9826,13,5,1,1,1,7,4,4,7,7,3,4,4
9827,10,3,3,3,3,3,5,1,1,-5,1,1,1
9828,14,5,7,4,4,4,4,4,4,4,4,4,4
9829,11,5,5,1,1,3,1,1,1,1,1,1,3
9830,14,4,5,5,5,5,5,5,4,4,4,4,4
9831,14,3,3,1,1,1,1,1,4,3,4,1,4
9832,14,5,7,1,1,4,1,1,1,1,3,1,1
9833,9,1,1,1,1,1,1,1,6,6,-5,-5,-5
9834,12,4,3,4,6,4,4,7,4,7,4,4,2
9835,11,3,3,5,7,5,7,7,6,1,1,1,1
9836,11,5,3,3,3,3,3,1,1,1,-5,3,1
9837,14,3,5,5,5,3,5,7,4,7,4,1,4
9838,14,1,1,1,4,1,1,1,2,1,1,2,1
9839,14,3,1,1,4,3,3,3,1,1,4,1,1
9840,14,5,1,1,3,4,3,4,4,1,5,3,3
9841,11,5,3,3,5,5,1,1,3,7,3,6,3
9842,9,5,5,5,5,5,7,8,8,-5,5,5,5
9843,11,7,7,7,3,7,7,7,7,4,7,7,4
9844,14,3,1,1,3,5,1,4,4,4,1,4,1
9845,14,3,1,1,1,3,1,1,4,1,4,4,3
9846,11,1,1,1,1,1,1,1,1,1,1,1,1
9847,11,5,5,5,5,1,5,5,3,5,1,1,1
9848,11,1,5,1,1,1,1,1,1,8,8,8,8
9849,14,5,5,5,4,7,1,7,7,7,7,1,2
9850,11,3,1,1,1,1,1,1,-5,1,-5,1,1
9851,14,5,1,1,1,1,3,1,-5,-5,-5,-5,-5
9852,14,5,5,7,3,3,7,5,7,1,1,1,1
9853,11,3,-5,1,3,1,7,7,1,7,3,1,1
9854,11,5,-5,1,3,1,1,1,3,1,1,1,1
9855,14,5,5,1,1,1,1,1,1,-5,-5,1,-5
9856,11,1,1,1,1,3,1,1,1,1,1,1,1
9857,11,5,-5,1,1,1,1,1,5,-5,-5,-5,-5
9858,14,1,-5,1,4,4,4,3,-5,4,3,1,1
9859,11,1,1,1,1,1,1,1,1,1,1,1,1
9860,11,5,1,1,1,3,3,1,1,1,1,1,1
9861,12,3,1,1,4,1,4,1,1,4,1,3,1
9862,14,3,3,6,5,5,4,4,3,4,4,4,4
9863,14,1,5,2,1,1,1,1,1,1,1,4,4
9864,12,7,4,4,4,4,1,4,4,7,4,4,4
9865,14,3,4,4,4,4,4,4,4,7,1,4,4
9866,14,5,5,1,1,1,1,1,-5,1,-5,-5,1
9867,14,3,5,1,3,3,3,1,1,1,1,3,1
9868,11,3,1,1,1,1,1,1,1,2,1,1,1
9869,11,1,-5,-5,-5,3,1,1,1,-5,1,1,1
9870,14,3,1,1,1,1,1,4,4,4,4,7,1
9871,13,3,1,1,1,1,1,1,1,1,6,1,3
9872,13,5,1,1,1,1,1,1,1,1,1,1,1
